"user_id","created","gender","timezone","birthdate","ibs_suffer","os","subscription"
1972,"2019-12-11 02:35:33.269092","FEMALE","America/Chicago",36,"IBS with constipation (IBS-C)",NULL,0
1973,"2019-12-11 07:27:00.785718",NULL,NULL,NULL,NULL,NULL,0
1974,"2019-12-11 09:27:44.783294","MALE","Atlantic/Canary",35,"IBS mixed (IBS-M)",NULL,0
1975,"2019-12-11 10:43:05.145271","FEMALE","Europe/London",26,"IBS mixed (IBS-M)",NULL,0
1976,"2019-12-11 11:17:51.940138",NULL,NULL,NULL,NULL,NULL,0
1978,"2019-12-11 11:34:51.724118","FEMALE","Europe/Riga",35,"Not sure",NULL,0
1979,"2019-12-11 15:29:34.973250","FEMALE","Europe/Stockholm",42,"IBS with constipation (IBS-C)",NULL,0
1980,"2019-12-11 15:45:50.426171","FEMALE","Europe/London",72,"IBS with constipation (IBS-C)",NULL,0
1981,"2019-12-11 18:22:37.624859","FEMALE","America/Toronto",17,"IBS mixed (IBS-M)",NULL,0
1982,"2019-12-11 18:26:10.626606",NULL,NULL,NULL,NULL,NULL,0
1983,"2019-12-11 21:39:09.967393","FEMALE","Europe/London",30,"IBS with diarrhea (IBS-D)",NULL,0
1984,"2019-12-11 22:57:06.963774",NULL,NULL,NULL,NULL,NULL,0
1985,"2019-12-12 04:10:45.137480","FEMALE","America/Chicago",44,"IBS with constipation (IBS-C)",NULL,0
1986,"2019-12-12 06:21:41.009208",NULL,NULL,NULL,NULL,NULL,0
1987,"2019-12-12 06:41:44.403067","MALE","Australia/Sydney",26,"IBS with diarrhea (IBS-D)",NULL,0
1988,"2019-12-12 10:27:26.203841",NULL,NULL,NULL,NULL,NULL,0
1989,"2019-12-12 10:32:09.760318",NULL,NULL,NULL,NULL,NULL,0
1990,"2019-12-12 10:32:27.180113",NULL,NULL,NULL,NULL,NULL,0
1991,"2019-12-12 10:48:32.441307","MALE","Europe/London",27,"IBS with diarrhea (IBS-D)",NULL,0
1992,"2019-12-12 13:35:30.707054",NULL,NULL,NULL,NULL,NULL,0
1993,"2019-12-12 14:44:39.040739","FEMALE","America/Chicago",29,"IBS mixed (IBS-M)",NULL,0
1994,"2019-12-12 15:18:44.935090",NULL,NULL,NULL,NULL,NULL,0
1995,"2019-12-12 15:26:14.206749","FEMALE","America/New_York",32,"IBS mixed (IBS-M)",NULL,0
1996,"2019-12-12 17:29:38.652197",NULL,NULL,NULL,NULL,NULL,0
1998,"2019-12-12 17:37:35.151488",NULL,NULL,NULL,NULL,NULL,0
1999,"2019-12-12 17:38:15.633661","FEMALE","Europe/Athens",23,"IBS with diarrhea (IBS-D)",NULL,0
2001,"2019-12-12 18:59:59.951654","OTHER","America/New_York",36,"IBS with diarrhea (IBS-D)",NULL,0
2002,"2019-12-12 20:02:57.460655",NULL,NULL,NULL,NULL,NULL,0
2003,"2019-12-12 21:37:01.323671","FEMALE","Pacific/Auckland",68,"IBS with diarrhea (IBS-D)",NULL,0
2004,"2019-12-12 22:28:27.242770",NULL,NULL,NULL,NULL,NULL,0
2005,"2019-12-13 03:27:38.450438","MALE","America/Toronto",36,"IBS with diarrhea (IBS-D)",NULL,0
2006,"2019-12-13 05:09:18.141213",NULL,NULL,NULL,NULL,NULL,0
2007,"2019-12-13 07:48:38.946591",NULL,NULL,NULL,NULL,NULL,0
2008,"2019-12-13 09:58:49.743834","FEMALE","Europe/Copenhagen",32,"Not sure",NULL,0
2009,"2019-12-13 10:41:45.557471",NULL,NULL,NULL,NULL,NULL,0
2010,"2019-12-13 11:25:22.508490","FEMALE","Asia/Manila",26,"IBS with diarrhea (IBS-D)",NULL,0
2011,"2019-12-13 11:56:47.946994",NULL,NULL,NULL,NULL,NULL,0
2012,"2019-12-13 13:17:03.259265",NULL,NULL,NULL,NULL,NULL,0
2013,"2019-12-13 13:17:17.899135",NULL,NULL,NULL,NULL,NULL,0
2015,"2019-12-13 14:14:48.419525",NULL,NULL,NULL,NULL,NULL,0
2016,"2019-12-13 14:16:46.823861",NULL,NULL,NULL,NULL,NULL,0
2017,"2019-12-13 17:04:50.536238",NULL,NULL,NULL,NULL,NULL,0
2018,"2019-12-13 17:33:12.070540",NULL,NULL,NULL,NULL,NULL,0
2019,"2019-12-13 20:01:40.052457",NULL,NULL,NULL,NULL,NULL,0
2020,"2019-12-13 20:29:37.236925","FEMALE","Europe/London",44,"IBS mixed (IBS-M)",NULL,0
2021,"2019-12-13 21:19:27.515962","FEMALE","America/Los_Angeles",33,"IBS with diarrhea (IBS-D)",NULL,0
2022,"2019-12-13 21:54:58.923779",NULL,NULL,NULL,NULL,NULL,0
2023,"2019-12-13 21:55:58.141461",NULL,NULL,NULL,NULL,NULL,0
2024,"2019-12-13 21:56:58.878433","MALE","Asia/Taipei",24,"IBS with constipation (IBS-C)",NULL,0
2025,"2019-12-13 22:36:43.089649",NULL,NULL,NULL,NULL,NULL,0
2026,"2019-12-13 23:22:39.724664",NULL,NULL,NULL,NULL,NULL,0
2027,"2019-12-13 23:22:52.486750","MALE","Europe/Dublin",28,"IBS mixed (IBS-M)",NULL,0
2028,"2019-12-13 23:41:12.094957","MALE","America/Chicago",34,"IBS with diarrhea (IBS-D)",NULL,0
2029,"2019-12-14 00:27:50.113145",NULL,NULL,NULL,NULL,NULL,0
2030,"2019-12-14 01:22:29.904264","MALE","Europe/London",30,"IBS mixed (IBS-M)",NULL,0
2031,"2019-12-14 04:14:47.831630",NULL,NULL,NULL,NULL,NULL,0
2032,"2019-12-14 04:22:47.396485",NULL,NULL,NULL,NULL,NULL,0
2033,"2019-12-14 07:41:12.828453","FEMALE","America/Chicago",20,"Not sure",NULL,0
2034,"2019-12-14 08:02:43.613598","MALE","Europe/London",70,"IBS with diarrhea (IBS-D)",NULL,0
2035,"2019-12-14 08:16:36.346385","MALE","Europe/London",36,"IBS mixed (IBS-M)",NULL,0
2036,"2019-12-14 08:18:38.630232","FEMALE","America/New_York",34,"IBS with diarrhea (IBS-D)","android",0
2037,"2019-12-14 08:44:46.591970",NULL,NULL,NULL,NULL,NULL,0
2038,"2019-12-14 09:24:53.625760","Female","Europe/Berlin",27,"IBS with diarrhea (IBS-D)",NULL,0
2039,"2019-12-14 09:52:52.160671",NULL,NULL,NULL,NULL,NULL,0
2040,"2019-12-14 09:55:21.495179",NULL,NULL,NULL,NULL,NULL,0
2041,"2019-12-14 10:08:32.665492","FEMALE","Europe/Paris",31,"IBS mixed (IBS-M)",NULL,0
2042,"2019-12-14 10:10:25.193246",NULL,NULL,NULL,NULL,NULL,0
2043,"2019-12-14 10:10:51.654425",NULL,NULL,NULL,NULL,NULL,0
2044,"2019-12-14 10:27:51.905994",NULL,NULL,NULL,NULL,NULL,0
2045,"2019-12-14 10:59:16.730380",NULL,NULL,NULL,NULL,NULL,0
2046,"2019-12-14 11:20:22.255127","FEMALE","America/Los_Angeles",22,"IBS mixed (IBS-M)",NULL,0
2047,"2019-12-14 11:23:15.420992","MALE","Europe/London",26,"IBS with constipation (IBS-C)",NULL,0
2048,"2019-12-14 12:05:55.674493",NULL,NULL,NULL,NULL,NULL,0
2049,"2019-12-14 12:07:48.195811",NULL,NULL,NULL,NULL,NULL,0
2050,"2019-12-14 12:21:24.843733",NULL,NULL,NULL,NULL,NULL,0
2051,"2019-12-14 13:21:05.073087","MALE","America/New_York",44,"IBS with diarrhea (IBS-D)",NULL,0
2052,"2019-12-14 14:11:52.486894","FEMALE","America/Chicago",19,"IBS mixed (IBS-M)",NULL,0
2053,"2019-12-14 15:15:29.155025","FEMALE","America/Chicago",17,"IBS with constipation (IBS-C)",NULL,0
2054,"2019-12-14 15:56:38.095401",NULL,NULL,NULL,NULL,NULL,0
2055,"2019-12-14 15:57:10.840764",NULL,NULL,NULL,NULL,NULL,0
2056,"2019-12-14 16:00:15.770739",NULL,NULL,NULL,NULL,NULL,0
2057,"2019-12-14 16:00:22.386661",NULL,NULL,NULL,NULL,NULL,0
2058,"2019-12-14 16:01:08.676145",NULL,NULL,NULL,NULL,NULL,0
2059,"2019-12-14 16:28:49.447738",NULL,NULL,NULL,NULL,NULL,0
2060,"2019-12-14 17:28:51.597537",NULL,NULL,NULL,NULL,NULL,0
2061,"2019-12-14 17:44:27.275116",NULL,NULL,NULL,NULL,NULL,0
2062,"2019-12-14 17:45:17.572434",NULL,NULL,NULL,NULL,NULL,0
2063,"2019-12-14 18:20:35.782379","MALE",NULL,24,"Not sure",NULL,0
2064,"2019-12-14 18:36:45.506982","FEMALE","America/Chicago",18,"IBS mixed (IBS-M)",NULL,0
2065,"2019-12-14 18:54:40.579918","MALE","America/Mexico_City",31,"IBS mixed (IBS-M)",NULL,0
2066,"2019-12-14 19:54:51.061130","FEMALE","America/New_York",17,"Not sure",NULL,0
2067,"2019-12-14 20:44:16.102985","FEMALE","America/Detroit",21,"Not sure",NULL,0
2068,"2019-12-14 21:26:04.312285",NULL,NULL,NULL,NULL,NULL,0
2069,"2019-12-14 21:26:16.788823",NULL,NULL,NULL,NULL,NULL,0
2070,"2019-12-14 21:41:13.239816",NULL,NULL,NULL,NULL,NULL,0
2071,"2019-12-14 22:43:14.615132",NULL,NULL,NULL,NULL,NULL,0
2072,"2019-12-14 22:57:07.645051","FEMALE","Australia/Brisbane",24,"IBS mixed (IBS-M)",NULL,0
2074,"2019-12-14 23:46:55.634734","FEMALE","Pacific/Honolulu",24,"IBS with diarrhea (IBS-D)",NULL,0
2075,"2019-12-15 00:13:18.821057","FEMALE","America/Chicago",22,"IBS with constipation (IBS-C)",NULL,0
2076,"2019-12-15 00:53:22.809650",NULL,NULL,NULL,NULL,NULL,0
2077,"2019-12-15 00:54:52.043462","FEMALE","America/Chicago",31,"Not sure",NULL,0
2078,"2019-12-15 00:59:10.462788",NULL,NULL,NULL,NULL,NULL,0
2079,"2019-12-15 03:36:02.133176","FEMALE","Pacific/Honolulu",29,"Not sure",NULL,0
2080,"2019-12-15 03:48:31.559813","MALE","America/New_York",29,"Not sure",NULL,0
2081,"2019-12-15 04:03:17.566815","FEMALE","America/Chicago",35,"IBS with constipation (IBS-C)",NULL,0
2082,"2019-12-15 04:08:51.616398","FEMALE","Africa/Cairo",25,"IBS mixed (IBS-M)",NULL,0
2083,"2019-12-15 04:23:06.220645",NULL,NULL,NULL,NULL,NULL,0
2084,"2019-12-15 04:30:10.077841",NULL,NULL,NULL,NULL,NULL,0
2085,"2019-12-15 04:58:59.530131","FEMALE","Asia/Manila",26,"IBS with diarrhea (IBS-D)",NULL,0
2086,"2019-12-15 06:05:54.833729",NULL,NULL,NULL,NULL,NULL,0
2087,"2019-12-15 06:30:19.095181","MALE","America/Los_Angeles",29,"IBS with constipation (IBS-C)",NULL,0
2088,"2019-12-15 07:42:50.045347","FEMALE","America/Los_Angeles",26,"IBS mixed (IBS-M)",NULL,0
2089,"2019-12-15 12:26:25.840914",NULL,NULL,NULL,NULL,NULL,0
2090,"2019-12-15 12:41:17.318337","FEMALE","America/New_York",36,"IBS with constipation (IBS-C)",NULL,0
2091,"2019-12-15 12:50:04.046256",NULL,NULL,NULL,NULL,NULL,0
2092,"2019-12-15 13:11:09.516821",NULL,NULL,NULL,NULL,NULL,0
2093,"2019-12-15 13:14:19.431166","MALE","Europe/Athens",26,"IBS with diarrhea (IBS-D)",NULL,0
2094,"2019-12-15 16:39:08.291492","FEMALE","America/New_York",20,"Not sure",NULL,0
2095,"2019-12-15 16:53:06.327146","FEMALE","Asia/Riyadh",24,"IBS with constipation (IBS-C)",NULL,0
2096,"2019-12-15 17:22:00.803355",NULL,NULL,NULL,NULL,NULL,0
2097,"2019-12-15 18:15:39.376026","FEMALE","Europe/Stockholm",33,"IBS with constipation (IBS-C)",NULL,0
2098,"2019-12-15 18:24:15.145876",NULL,NULL,NULL,NULL,NULL,0
2099,"2019-12-15 18:42:11.122950",NULL,NULL,NULL,NULL,NULL,0
2100,"2019-12-15 19:14:30.551892","FEMALE","America/Chicago",24,"IBS mixed (IBS-M)",NULL,0
2101,"2019-12-15 21:02:49.974612","FEMALE","Europe/Stockholm",19,"IBS mixed (IBS-M)",NULL,0
2102,"2019-12-15 22:39:48.175783","MALE","Europe/London",56,"IBS with constipation (IBS-C)",NULL,0
2103,"2019-12-15 22:43:44.527608","FEMALE","Europe/London",32,"IBS with constipation (IBS-C)",NULL,0
2104,"2019-12-15 23:01:55.641196",NULL,NULL,NULL,NULL,NULL,0
2105,"2019-12-15 23:54:39.401440","FEMALE","America/New_York",17,"IBS with diarrhea (IBS-D)",NULL,0
2106,"2019-12-15 23:55:03.960518",NULL,NULL,NULL,NULL,NULL,0
2107,"2019-12-16 00:47:30.419540",NULL,NULL,NULL,NULL,NULL,0
2108,"2019-12-16 01:06:00.422028","FEMALE","Asia/Calcutta",41,"Not sure",NULL,0
2109,"2019-12-16 01:15:58.114174","FEMALE","America/Chicago",58,"IBS mixed (IBS-M)",NULL,0
2110,"2019-12-16 01:34:30.936850",NULL,NULL,NULL,NULL,NULL,0
2111,"2019-12-16 02:15:47.311194",NULL,NULL,NULL,NULL,NULL,0
2112,"2019-12-16 03:11:50.603768","FEMALE","America/Chicago",26,"IBS with diarrhea (IBS-D)",NULL,0
2113,"2019-12-16 03:29:55.380149","FEMALE","America/Toronto",43,"IBS mixed (IBS-M)",NULL,0
2114,"2019-12-16 03:41:38.790072","FEMALE","America/New_York",19,"IBS with constipation (IBS-C)",NULL,0
2115,"2019-12-16 03:54:26.169782",NULL,NULL,NULL,NULL,NULL,0
2116,"2019-12-16 04:04:17.708310",NULL,NULL,NULL,NULL,NULL,0
2117,"2019-12-16 04:04:54.313260",NULL,NULL,NULL,NULL,NULL,0
2118,"2019-12-16 04:10:50.742346","FEMALE","America/New_York",26,"IBS with diarrhea (IBS-D)",NULL,0
2120,"2019-12-16 04:35:02.022615","OTHER","America/Denver",17,"Not sure",NULL,0
2121,"2019-12-16 05:08:32.387083","FEMALE","America/Chicago",21,"Not sure",NULL,0
2122,"2019-12-16 05:23:05.811124","OTHER","America/Chicago",28,"IBS mixed (IBS-M)",NULL,0
2123,"2019-12-16 05:38:45.902374",NULL,NULL,NULL,NULL,NULL,0
2124,"2019-12-16 07:05:24.500162","FEMALE","Europe/Madrid",26,"IBS with diarrhea (IBS-D)",NULL,0
2125,"2019-12-16 07:55:22.677386","FEMALE","Europe/Stockholm",44,"IBS mixed (IBS-M)",NULL,0
2126,"2019-12-16 07:57:44.479214","MALE","Europe/London",33,"IBS with diarrhea (IBS-D)",NULL,0
2127,"2019-12-16 08:53:19.512890","MALE","Asia/Kolkata",23,"IBS with constipation (IBS-C)",NULL,0
2128,"2019-12-16 09:14:37.298451","MALE","Europe/Berlin",31,"IBS with constipation (IBS-C)",NULL,0
2129,"2019-12-16 10:56:35.924273",NULL,NULL,NULL,NULL,NULL,0
2130,"2019-12-16 11:28:27.554068","FEMALE","America/New_York",39,"IBS with constipation (IBS-C)",NULL,0
2131,"2019-12-16 12:40:39.840125","FEMALE","America/New_York",44,"IBS mixed (IBS-M)",NULL,0
2132,"2019-12-16 12:56:16.453546","MALE","Europe/Dublin",30,"IBS mixed (IBS-M)",NULL,0
2133,"2019-12-16 13:13:32.237181",NULL,NULL,NULL,NULL,NULL,0
2134,"2019-12-16 14:31:24.081965","FEMALE","America/Denver",26,"IBS mixed (IBS-M)",NULL,0
2135,"2019-12-16 14:52:06.232030",NULL,NULL,NULL,NULL,NULL,0
2136,"2019-12-16 16:06:47.906835","FEMALE","Europe/Stockholm",32,"Not sure",NULL,0
2137,"2019-12-16 16:43:33.943275",NULL,NULL,NULL,NULL,NULL,0
2138,"2019-12-16 16:44:53.819663",NULL,NULL,NULL,NULL,NULL,0
2139,"2019-12-16 17:08:42.022934","MALE","America/Chicago",25,"Not sure",NULL,0
2140,"2019-12-16 17:36:47.389037","FEMALE","Europe/London",41,"IBS with diarrhea (IBS-D)","android",0
2141,"2019-12-16 18:01:44.811717","FEMALE","America/New_York",35,"Not sure",NULL,0
2142,"2019-12-16 18:45:11.817090",NULL,NULL,NULL,NULL,NULL,0
2144,"2019-12-16 19:05:16.346078",NULL,NULL,NULL,NULL,NULL,0
2145,"2019-12-16 19:05:51.983411","FEMALE","America/New_York",34,"IBS with diarrhea (IBS-D)",NULL,0
2146,"2019-12-16 20:11:17.980484",NULL,NULL,NULL,NULL,NULL,0
2147,"2019-12-16 21:55:59.932398","FEMALE","America/Los_Angeles",57,"IBS with diarrhea (IBS-D)",NULL,0
2148,"2019-12-16 22:00:59.570050","FEMALE","America/Chicago",33,"IBS with constipation (IBS-C)",NULL,0
2149,"2019-12-16 22:52:37.195712",NULL,NULL,NULL,NULL,NULL,0
2150,"2019-12-16 22:59:13.180430",NULL,NULL,NULL,NULL,NULL,0
2151,"2019-12-16 22:59:31.217486",NULL,NULL,NULL,NULL,NULL,0
2152,"2019-12-16 23:01:27.333905",NULL,NULL,NULL,NULL,NULL,0
2153,"2019-12-17 00:00:13.731841",NULL,NULL,NULL,NULL,NULL,0
2154,"2019-12-17 00:10:44.352134",NULL,NULL,NULL,NULL,NULL,0
2155,"2019-12-17 00:25:42.357324",NULL,NULL,NULL,NULL,NULL,0
2156,"2019-12-17 00:38:37.502786","FEMALE","Pacific/Honolulu",21,"IBS with diarrhea (IBS-D)",NULL,0
2157,"2019-12-17 00:45:34.383085",NULL,NULL,NULL,NULL,NULL,0
2158,"2019-12-17 01:00:26.330199","FEMALE","Asia/Beirut",27,"IBS with constipation (IBS-C)",NULL,0
2159,"2019-12-17 02:59:23.887675","FEMALE","America/Chicago",45,"IBS with diarrhea (IBS-D)",NULL,0
2160,"2019-12-17 03:38:11.726179",NULL,NULL,NULL,NULL,NULL,0
2161,"2019-12-17 03:41:48.233075","FEMALE","America/New_York",34,"IBS with constipation (IBS-C)",NULL,0
2162,"2019-12-17 05:13:12.020185",NULL,NULL,NULL,NULL,NULL,0
2163,"2019-12-17 05:19:27.179578",NULL,NULL,NULL,NULL,NULL,0
2164,"2019-12-17 05:52:34.592872","FEMALE","Asia/Manila",26,"IBS mixed (IBS-M)",NULL,0
2165,"2019-12-17 06:18:13.550062",NULL,NULL,NULL,NULL,NULL,0
2166,"2019-12-17 07:47:29.268144","MALE","Europe/London",50,"IBS with constipation (IBS-C)",NULL,0
2167,"2019-12-17 07:58:12.851437","MALE","Europe/London",30,"IBS with diarrhea (IBS-D)","android",0
2168,"2019-12-17 08:57:29.592649","FEMALE","America/Indianapolis",35,"IBS with constipation (IBS-C)",NULL,0
2169,"2019-12-17 09:29:55.803503","FEMALE","Europe/Madrid",35,"IBS with constipation (IBS-C)",NULL,0
2170,"2019-12-17 11:38:04.218506","FEMALE","Europe/Madrid",20,"Not sure",NULL,0
2171,"2019-12-17 12:08:29.156373","FEMALE","Europe/Zurich",28,"IBS with diarrhea (IBS-D)",NULL,0
2172,"2019-12-17 12:11:05.386313","FEMALE","America/New_York",19,"Not sure",NULL,0
2173,"2019-12-17 12:15:27.240888",NULL,NULL,NULL,NULL,NULL,0
2174,"2019-12-17 13:42:20.537252","MALE","Europe/London",41,"IBS with constipation (IBS-C)",NULL,0
2175,"2019-12-17 14:13:27.415398","MALE","Europe/Dublin",30,"Not sure",NULL,0
2176,"2019-12-17 14:18:43.410148","FEMALE","America/Chicago",27,"IBS mixed (IBS-M)",NULL,0
2177,"2019-12-17 14:34:45.378428","FEMALE","Africa/Lagos",36,"IBS with diarrhea (IBS-D)",NULL,0
2178,"2019-12-17 15:08:54.648992","FEMALE","Europe/London",25,"IBS with constipation (IBS-C)",NULL,0
2179,"2019-12-17 15:12:25.606331","FEMALE","Europe/London",29,"Not sure",NULL,0
2180,"2019-12-17 15:55:07.646634","MALE","America/Los_Angeles",37,"IBS with diarrhea (IBS-D)",NULL,0
2181,"2019-12-17 16:13:52.536614","FEMALE","America/New_York",36,"Not sure",NULL,0
2182,"2019-12-17 17:12:44.780143",NULL,NULL,NULL,NULL,NULL,0
2183,"2019-12-17 17:59:20.588459",NULL,NULL,NULL,NULL,NULL,0
2184,"2019-12-17 19:26:09.652421","FEMALE","Europe/London",36,"IBS with constipation (IBS-C)","android",0
2185,"2019-12-17 19:35:47.177730",NULL,NULL,NULL,NULL,NULL,0
2186,"2019-12-17 20:32:23.018840",NULL,NULL,NULL,NULL,NULL,0
2187,"2019-12-17 21:01:58.277178","MALE","America/New_York",27,"Not sure",NULL,0
2188,"2019-12-17 21:03:24.114339","FEMALE","America/Los_Angeles",44,"IBS mixed (IBS-M)",NULL,0
2189,"2019-12-17 21:22:48.335640",NULL,NULL,NULL,NULL,NULL,0
2190,"2019-12-17 21:23:08.422615",NULL,NULL,NULL,NULL,NULL,0
2191,"2019-12-17 21:24:01.345616","FEMALE","America/New_York",37,"Not sure",NULL,0
2192,"2019-12-17 21:40:36.128658",NULL,NULL,NULL,NULL,NULL,0
2193,"2019-12-17 22:18:57.380088","FEMALE","America/Los_Angeles",26,"Not sure",NULL,0
2194,"2019-12-17 22:45:56.522095","FEMALE","America/Los_Angeles",38,"Not sure",NULL,0
2195,"2019-12-18 00:21:01.411764","FEMALE","America/New_York",24,"IBS with diarrhea (IBS-D)",NULL,0
2196,"2019-12-18 00:23:26.118368","MALE","Europe/Berlin",25,"IBS mixed (IBS-M)",NULL,0
2197,"2019-12-18 00:24:14.559461","FEMALE","America/Los_Angeles",33,"IBS mixed (IBS-M)",NULL,0
2198,"2019-12-18 00:31:42.136932","MALE","America/New_York",20,"IBS with diarrhea (IBS-D)",NULL,0
2199,"2019-12-18 00:56:20.902827",NULL,NULL,NULL,NULL,NULL,0
2200,"2019-12-18 01:05:08.419227","FEMALE","America/Detroit",27,"IBS mixed (IBS-M)",NULL,0
2201,"2019-12-18 01:32:04.432901","FEMALE","America/New_York",25,"IBS mixed (IBS-M)",NULL,0
2202,"2019-12-18 01:51:27.076737",NULL,NULL,NULL,NULL,NULL,0
2203,"2019-12-18 02:15:06.690740","OTHER","America/New_York",30,"IBS with diarrhea (IBS-D)",NULL,0
2204,"2019-12-18 02:56:37.530719",NULL,NULL,NULL,NULL,NULL,0
2205,"2019-12-18 03:41:11.711811","FEMALE","Asia/Tokyo",21,"Not sure",NULL,0
2206,"2019-12-18 04:38:43.200704",NULL,NULL,NULL,NULL,NULL,0
2207,"2019-12-18 05:03:58.755963",NULL,NULL,NULL,NULL,NULL,0
2208,"2019-12-18 06:58:51.541052","MALE","Europe/London",44,"IBS with constipation (IBS-C)",NULL,0
2209,"2019-12-18 08:27:27.020668",NULL,NULL,NULL,NULL,NULL,0
2210,"2019-12-18 10:19:19.056765","FEMALE","Europe/Stockholm",54,"IBS mixed (IBS-M)",NULL,0
2211,"2019-12-18 11:12:16.679741","MALE","Europe/Athens",40,"Not sure",NULL,0
2212,"2019-12-18 14:02:36.376282","FEMALE","Europe/London",18,"IBS mixed (IBS-M)",NULL,0
2213,"2019-12-18 15:03:00.230926","FEMALE","America/New_York",31,"IBS mixed (IBS-M)",NULL,0
2214,"2019-12-18 15:20:25.582661","FEMALE","Asia/Manila",26,"IBS with diarrhea (IBS-D)",NULL,0
2215,"2019-12-18 15:27:03.568754","FEMALE","America/New_York",18,"IBS mixed (IBS-M)",NULL,0
2216,"2019-12-18 15:27:50.687501",NULL,NULL,NULL,NULL,NULL,0
2217,"2019-12-18 17:16:53.585131",NULL,NULL,NULL,NULL,NULL,0
2218,"2019-12-18 17:24:17.287088","MALE","America/New_York",27,"IBS with diarrhea (IBS-D)",NULL,0
2219,"2019-12-18 18:25:07.498472","FEMALE","Africa/Johannesburg",40,"IBS with constipation (IBS-C)",NULL,0
2220,"2019-12-18 18:41:51.411736","Female","America/New_York",35,"IBS with constipation (IBS-C)",NULL,0
2221,"2019-12-18 19:19:19.838416","FEMALE","America/Chicago",34,"Not sure",NULL,0
2222,"2019-12-18 21:02:03.376515","FEMALE","America/New_York",25,"IBS with constipation (IBS-C)","ios",0
2223,"2019-12-18 21:05:40.362061","MALE","America/Los_Angeles",28,"IBS with diarrhea (IBS-D)",NULL,0
2224,"2019-12-18 21:30:03.859482","FEMALE","America/New_York",49,"IBS mixed (IBS-M)",NULL,0
2225,"2019-12-18 21:40:07.139580","MALE","America/Los_Angeles",51,"IBS mixed (IBS-M)",NULL,0
2226,"2019-12-18 23:04:29.799560","FEMALE","Europe/London",18,"Not sure",NULL,0
2227,"2019-12-18 23:18:52.268319","FEMALE","America/Los_Angeles",19,"IBS with constipation (IBS-C)",NULL,0
2228,"2019-12-18 23:50:55.317667",NULL,NULL,NULL,NULL,NULL,0
2229,"2019-12-19 00:03:24.501200",NULL,NULL,NULL,NULL,NULL,0
2230,"2019-12-19 04:25:39.224911","FEMALE","America/New_York",27,"IBS mixed (IBS-M)",NULL,0
2231,"2019-12-19 04:51:35.720686","FEMALE","America/Los_Angeles",17,"Not sure",NULL,0
2232,"2019-12-19 09:13:59.008819","MALE","Europe/London",24,"IBS with diarrhea (IBS-D)",NULL,0
2233,"2019-12-19 09:27:28.239078","FEMALE","Europe/London",22,"IBS mixed (IBS-M)",NULL,0
2234,"2019-12-19 14:54:40.318807","FEMALE","America/Winnipeg",19,"IBS with constipation (IBS-C)","ios",0
2235,"2019-12-19 15:15:03.995471","FEMALE","Europe/London",17,"IBS mixed (IBS-M)",NULL,0
2236,"2019-12-19 15:35:20.799318","FEMALE","Europe/London",18,"IBS with constipation (IBS-C)",NULL,0
2237,"2019-12-19 16:43:50.580698",NULL,NULL,NULL,NULL,NULL,0
2238,"2019-12-19 16:45:30.806864",NULL,NULL,NULL,NULL,NULL,0
2239,"2019-12-19 17:03:03.640859","MALE","Europe/London",66,"IBS with constipation (IBS-C)",NULL,0
2240,"2019-12-19 17:49:56.881874","FEMALE","Europe/Paris",31,"IBS with constipation (IBS-C)","ios",0
2241,"2019-12-19 20:01:10.505553",NULL,NULL,NULL,NULL,NULL,0
2242,"2019-12-19 21:36:59.903103","FEMALE","America/New_York",20,"IBS with constipation (IBS-C)",NULL,0
2243,"2019-12-19 22:06:04.025978",NULL,NULL,NULL,NULL,NULL,0
2244,"2019-12-19 22:30:23.849452",NULL,NULL,NULL,NULL,NULL,0
2245,"2019-12-19 23:55:31.530812","FEMALE","America/Chicago",25,"IBS with constipation (IBS-C)",NULL,0
2246,"2019-12-20 00:43:31.068123",NULL,NULL,NULL,NULL,NULL,0
2247,"2019-12-20 05:18:49.862334",NULL,NULL,NULL,NULL,NULL,0
2248,"2019-12-20 06:10:27.240197","FEMALE","America/Vancouver",22,"IBS with diarrhea (IBS-D)",NULL,0
2249,"2019-12-20 07:53:42.739492",NULL,NULL,NULL,NULL,NULL,0
2250,"2019-12-20 08:26:38.953997",NULL,NULL,NULL,NULL,NULL,0
2251,"2019-12-20 09:09:17.498528","FEMALE","Europe/Amsterdam",41,"IBS with diarrhea (IBS-D)",NULL,0
2252,"2019-12-20 12:23:05.548894","FEMALE","America/New_York",24,"IBS with constipation (IBS-C)",NULL,0
2253,"2019-12-20 12:40:50.940335",NULL,NULL,NULL,NULL,NULL,0
2254,"2019-12-20 14:57:03.650294",NULL,NULL,NULL,NULL,NULL,0
2255,"2019-12-20 15:39:26.623062",NULL,NULL,NULL,NULL,NULL,0
2256,"2019-12-20 15:45:13.498075",NULL,NULL,NULL,NULL,NULL,0
2257,"2019-12-20 15:45:26.059497",NULL,NULL,NULL,NULL,NULL,0
2258,"2019-12-20 15:45:34.383385",NULL,NULL,NULL,NULL,NULL,0
2259,"2019-12-20 15:46:00.374484",NULL,NULL,NULL,NULL,NULL,0
2260,"2019-12-20 15:46:33.551321",NULL,NULL,NULL,NULL,NULL,0
2261,"2019-12-20 15:46:37.502238",NULL,NULL,NULL,NULL,NULL,0
2262,"2019-12-20 15:46:49.272358",NULL,NULL,NULL,NULL,NULL,0
